Metrics;HitRate@10: ;HitRate@20: ;HitRate@30: ;HitRate@40: ;HitRate@50: ;MRR@10: ;MRR@20: ;MRR@30: ;MRR@40: ;MRR@50: ;
fossil-algo=fossil;0.029305246370070107;0.04252915572980696;0.05186563444861614;0.05797920058477589;0.06332857095391567;0.0111458269057033;0.01206540527749217;0.012437728043740236;0.012611860190957414;0.012731232907394915;
