Metrics;HitRate@10: ;HitRate@20: ;HitRate@30: ;HitRate@40: ;HitRate@50: ;MRR@10: ;MRR@20: ;MRR@30: ;MRR@40: ;MRR@50: ;
fossil-algo=fossil;0.025233500180607875;0.04613241137313587;0.05851695133907838;0.06543165282006295;0.07183033180246659;0.009777971081443907;0.011195116775636508;0.011703616247195323;0.011898412407603852;0.012037958208844426;
