Metrics;HitRate@10: ;HitRate@20: ;HitRate@30: ;HitRate@40: ;HitRate@50: ;MRR@10: ;MRR@20: ;MRR@30: ;MRR@40: ;MRR@50: ;
fossil-algo=fossil;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
