Metrics;HitRate@10: ;HitRate@20: ;HitRate@30: ;HitRate@40: ;HitRate@50: ;MRR@10: ;MRR@20: ;MRR@30: ;MRR@40: ;MRR@50: ;
fossil-algo=fossil;0.02458492975734355;0.039956212370005476;0.04848567779602262;0.05514504652435687;0.06043605181536216;0.008310020474771423;0.009378609290099893;0.009726764247193863;0.009916416340151796;0.010034205132887454;
