Metrics;HitRate@10: ;HitRate@20: ;HitRate@30: ;HitRate@50: ;Training time:;Testing time seconds:;Testing time cpu:;Memory usage:;
ar;0.29448504983388707;0.39588039867109637;0.39588039867109637;0.39601328903654487;9.005650281906128;0.004185292350431882;0.004185292350431882;40070040;
