Metrics;HitRate@10: ;HitRate@20: ;HitRate@30: ;HitRate@40: ;HitRate@50: ;MRR@10: ;MRR@20: ;MRR@30: ;MRR@40: ;MRR@50: ;
fossil-algo=fossil;0.0;0.0;0.0;0.0001019835806435164;0.0001019835806435164;0.0;0.0;0.0;2.6837784379872733e-06;2.6837784379872733e-06;
