Metrics;HitRate@10: ;HitRate@20: ;HitRate@30: ;HitRate@50: ;Training time:;Testing time seconds:;Testing time cpu:;Memory usage:;
ct-pre;0.42857142857142855;0.43614617940199335;0.439202657807309;0.4426578073089701;41.65697479248047;0.14097461869820657;0.14097461869820657;2691828384;
